anuncio,valor_cop,tipo,city,Ciudad,Estado,area,Cuartos,bano,habitaciones
"Desde $ 1.595.725.000

Apartamento en El tejar, Bucaramanga, Santander
5 Habs.
6 Baños
186.8 m²
Reserva De Andalucia, Apartamento En Venta En El Tejar, Bucaramanga

Excelente ubicación en el sector más exclusivo y dinámico de la nueva Bucaramanga. Rodeado por un desarrollo urbanístico contemporáneo con presencia de múltiples servicios. Hemos dedicado nuestra experiencia y conocimiento en el desarrollo de este gran proyecto con el propósito de que vivas y disfrutes la exclusividad y los privilegios del proyecto. Cuenta con Club House Deportivo y Club House Familiar para brindar bienestar y confort a sus residentes y visitantes. Sitios de interés cercanos: – C.C. Cacique – Neomundo – Colegio Caldas – Éxito – Iglesia Cristo Misionero – Estadio de Atletismo La Flora – Universidad de Santander, UDES.

Contactar
Llamar",1595725000,Apartamento,Bucaramanga,El tejar,Santander,186.8,6,,5
"Desde $ 1.180.807.000

Apartamento en El tejar, Bucaramanga, Santander
3 Habs.
4 Baños
116.1 m²
Navarra Gran Reserva, Apartamento En Venta En El Tejar, Bucaramanga

""El proyecto GRAN RESERVA está localizado en el sector del Cacique, de La Ciudad de Bucaramanga, Santander Acorde a los grandes desarrollos urbanísticos del sector, Gran Reserva, se consolida como el proyecto de vivienda, más importante de la ciudad, no solo por su escala y emplazamiento con su entorno, sino además por contar con equipamiento propio de un club social, dentro del mismos conjunto, convirtiéndolo en hito de exclusividad en el sector.""

Contactar
Llamar
Whatsapp",1180807000,Apartamento,Bucaramanga,El tejar,Santander,116.1,4,,3
"Desde $ 1.250.000.000

Casa en Chuntame, Cajicá, Cundinamarca
3 Habs.
4 Baños
173 m²
Los Robles, Casa En Venta En Chuntame, Cajicá

* Casas y Lotes campestres. * Casas de uno y dos niveles. * Casas de 2, 3, 4 y 5 alcobas * Casas con 2 y 3 parqueaderos * Casas con acabados * Lotes se entregan con los servicios a la puerta mas la licencia de construcción * El condominio cuenta con: Club House: Piscina climatizada, gimnasio, sauna, capilla, cuarto de masajes, restaurante y cancha múltiple (medidas no reglamentarias) en construcción. En funcionamiento: Golf 9 hoyos par 3, Cancha de tenis, Coworking, Teatrino, Espejos de agua, Senderos naturales y Minimarket. *Cerca al Hotel Xue, Club campestre compensar, Universidad Militar Nueva Granada, a no más de 10 minutos de Cajicá y de Zipaquirá. A Universidades cerca, Militar, el Bosque, la Sabana. Clínicas Cerca: La Sabana, Clínica Marly.

Contactar
Llamar
Whatsapp",1250000000,Casa,Cajicá,Chuntame,Cundinamarca,173,4,,3
"Desde $ 856.296.783

Casa en Calahorra, Cajicá, Cundinamarca

Unidades desde:

3 Habs.
3 Baños
97.19 m²
Oikos Savanna, Casa En Venta En Calahorra, Cajicá

Casas campestres en Cajicá para establecer tu futuro hogar. Con una ubicación privilegiada en una zona residencial tranquila, entre la variante y la Autopista Norte. tendrás todo lo necesario a tu alcance para vivir cómodamente y rodeado de naturaleza. Cada casa cuenta con acabados de primera calidad, amplios espacios interiores y exteriores, balcón y parqueadero doble. Amenidades como: Lagos paisajisticos, parques infantiles, área de juegos. ¡Haz de Oikos Savanna tu hogar de ensueño! Pregunta por los bonos de descuento en Acacia Etapa 1 y Etapa 2

Contactar
Llamar
Whatsapp",856296783,Casa,Cajicá,Calahorra,Cundinamarca,97.19,3,,3
"Desde $ 938.000.000

Casa en Chuntame, Cajicá, Cundinamarca

Unidades desde:

3 Habs.
2 Baños
98 m²
Reserva Los Robles Casas, Casa En Venta En Chuntame, Cajicá

* Casas y Lotes campestres. * Casas de uno y dos niveles. * Casas de 2, 3, 4 y 5 alcobas * Casas con 2 y 3 parqueaderos * Casas con acabados * Lotes se entregan con los servicios a la puerta mas la licencia de construcción * El condominio cuenta con: Club House: Piscina climatizada, gimnasio, sauna, capilla, cuarto de masajes, restaurante y cancha múltiple (medidas no reglamentarias) en construcción. En funcionamiento: Golf 9 hoyos par 3, Cancha de tenis, Coworking, Teatrino, Espejos de agua, Senderos naturales y Minimarket. *Cerca al Hotel Xue, Club campestre compensar, Universidad Militar Nueva Granada, a no más de 10 minutos de Cajicá y de Zipaquirá. A Universidades cerca, Militar, el Bosque, la Sabana. Clínicas Cerca: La Sabana, Clínica Marly.

Contactar
Llamar
Whatsapp",938000000,Casa,Cajicá,Chuntame,Cundinamarca,98,2,,3
"Desde $ 500.000.000

Lote en Chuntame, Cajicá, Cundinamarca
306 m²
Reserva Los Robles Lotes, Lote En Venta En Chuntame, Cajicá

* Casas y Lotes campestres. * Casas de uno y dos niveles. * Casas de 2, 3, 4 y 5 alcobas * Casas con 2 y 3 parqueaderos * Casas con acabados * Lotes se entregan con los servicios a la puerta mas la licencia de construcción * El condominio cuenta con: Club House: Piscina climatizada, gimnasio, sauna, capilla, cuarto de masajes, restaurante y cancha múltiple (medidas no reglamentarias) en construcción.

Contactar
Llamar
Whatsapp",500000000,Lote,Cajicá,Chuntame,Cundinamarca,306,6,,p
"Desde $ 232.395.650

Apartamento en Centro, Cajicá, Cundinamarca

Unidades desde:

2 Habs.
2 Baños
45 m²
El Molino Parque Central Cajica, Apartamento En Venta En Centro, Cajicá

Parque Central Cajicá El Molino es un nuevo proyecto ubicado en el municipio de Cajicá - Cundinamarca, muy cerca del Centro Cultural y de Convenciones, la alcaldía, la parroquia del municipio y la estación del tren de la sabana. Además de una gran oferta de restaurantes, comercio, droguerías, veterinarias, centros médicos y hospitales, entre otros..

Contactar
Llamar
Whatsapp",232395650,Apartamento,Cajicá,Centro,Cundinamarca,45,2,,2
"Desde $ 232.395.650

Apartamento en Centro, Cajicá, Cundinamarca

Unidades desde:

2 Habs.
2 Baños
45 m²
El Molino Parque Central Cajica, Apartamento En Venta En Centro, Cajicá

Parque Central Cajicá El Molino es un nuevo proyecto ubicado en el municipio de Cajicá - Cundinamarca, muy cerca del Centro Cultural y de Convenciones, la alcaldía, la parroquia del municipio y la estación del tren de la sabana. Además de una gran oferta de restaurantes, comercio, droguerías, veterinarias, centros médicos y hospitales, entre otros..

Contactar
Llamar
Whatsapp",232395650,Apartamento,Cajicá,Centro,Cundinamarca,45,2,,2
"Desde $ 277.499.000

Apartamento en Chuntame, Cajicá, Cundinamarca
3 Habs.
2 Baños
56.5 m²
Reserva De Cajica 2, Apartamento En Venta En Chuntame, Cajicá

Exclusivo proyecto residencial rodeado de zonas verdes y parques, ideales para disfrutar en familia o con mascotas. Ofrece modernas zonas comunes para el bienestar y entretenimiento de los residentes. Cada apartamento tiene su propio parqueadero, garantizando comodidad y seguridad. Un oasis de tranquilidad y comodidad

Contactar
Llamar
Whatsapp",277499000,Apartamento,Cajicá,Chuntame,Cundinamarca,56.5,2,,3
"Desde $ 670.000.000

Apartamento en El misterio, Cajicá, Cundinamarca

Unidades desde:

3 Habs.
3 Baños
90 m²
Cidron, Apartamento En Venta En El Misterio, Cajicá

""Es un proyecto de vivienda NO VIS localizado en el Municipio de Cajicá, sobre la Variante Cajicá-Zipaquirá Diseñado estrategicamente en una zona de alta valorización. Contará con todo lo que necesitas para vivir plenamente a pocos metros de Importantes Vías, Transporte Publico, Universidades, Centros Comerciales, Clubes, Zonas Verdes y mucho más; además que en su interior tendremos gran cantidad de Zonas comunes como tienda virtual, coworking, salón de juegos, salón social, social kitchen, GYM, zona de niños, terraza, zona BBQ, zonas verdes, parque infantil, cancha de básquet, edificio de estacionamientos y mucho más. Ven y conoce nuestra nueva Sala de Ventas y conoce las caracteristicas que el Proyecto CIDRÓN tiene para las familias Colombianas.""

Contactar
Llamar
Whatsapp",670000000,Apartamento,Cajicá,El misterio,Cundinamarca,90,3,,3
"Desde $ 670.000.000

Apartamento en El misterio, Cajicá, Cundinamarca

Unidades desde:

3 Habs.
3 Baños
90 m²
Cidron, Apartamento En Venta En El Misterio, Cajicá

""Es un proyecto de vivienda NO VIS localizado en el Municipio de Cajicá, sobre la Variante Cajicá-Zipaquirá Diseñado estrategicamente en una zona de alta valorización. Contará con todo lo que necesitas para vivir plenamente a pocos metros de Importantes Vías, Transporte Publico, Universidades, Centros Comerciales, Clubes, Zonas Verdes y mucho más; además que en su interior tendremos gran cantidad de Zonas comunes como tienda virtual, coworking, salón de juegos, salón social, social kitchen, GYM, zona de niños, terraza, zona BBQ, zonas verdes, parque infantil, cancha de básquet, edificio de estacionamientos y mucho más. Ven y conoce nuestra nueva Sala de Ventas y conoce las caracteristicas que el Proyecto CIDRÓN tiene para las familias Colombianas.""

Contactar
Llamar
Whatsapp",670000000,Apartamento,Cajicá,El misterio,Cundinamarca,90,3,,3
"Desde $ 263.499.900

Apartamento en Chuntame, Cajicá, Cundinamarca

Unidades desde:

3 Habs.
2 Baños
56 m²
Reserva De Cajica, Apartamento En Venta En Chuntame, Cajicá

Proyecto de apartamentos con o sin acabados y parqueadero privado. Distribución de alcobas con mayor independencia. Zonas sociales: Piscinas cubiertas y climatizadas para niños y adultos, cancha múltiple, juegos infantiles al aire libre, salón de juegos infantiles, salón de juegos de mesa, zona para BBQ, gimnasio dotado y bio-saludable, zonas verdes y más. El valor en pagina no incluye acabados. Fecha estimada de entrega: Septiembre 2.024 Forma de pago: 30% - 70%.

Contactar
Llamar
Whatsapp",263499900,Apartamento,Cajicá,Chuntame,Cundinamarca,56,2,,3
"Desde $ 530.000.000

Apartamento en Hacienda Fontanar, Cajicá, Cundinamarca

Unidades desde:

2 Habs.
2 Baños
72 m²
Jardines De Fontanar, Apartamento En Venta En Hacienda Fontanar, Cajicá

Lanzamiento nueva etapa Jardines de Fontanar es un exclusivo proyecto ubicado en Milla de Oro de Cajicá, atrás del Makro de Cajicá. Cerca al centro comercial Fontanar, en una zona de alta valorización y donde podrás tener todo lo que necesitas a poca distancia. El proyecto cuenta con grandes zonas sociales para toda la familia y tener nuevas experiencias. Vivir a las afueras de Bogotá garantiza tranquilidad, bienestar y conexión con la naturaleza.

Contactar
Llamar",530000000,Apartamento,Cajicá,Hacienda Fontanar,Cundinamarca,72,2,,2
"Desde $ 452.000.000

Apartamento en Calahorra, Cajicá, Cundinamarca
2 Habs.
2 Baños
64 m²
Limonar, Apartamento En Venta En Calahorra, Cajicá

Descubre Limonar, el nuevo proyecto de vivienda en Cajicá. Vive en un entorno tranquilo, natural, con la comodidad y calidad que mereces. Ubicado en una zona estratégica en la sabana norte de Bogotá, Limonar ofrece alta valorización y fácil acceso a las principales vías y servicios. Ven y conoce tu nuevo hogar, donde la inversión y la calidad de vida se unen.

Contactar
Llamar",452000000,Apartamento,Cajicá,Calahorra,Cundinamarca,64,2,,2
"Desde $ 305.000.000

Apartamento en Centro, Cajicá, Cundinamarca
2 Habs.
2 Baños
56 m²
Rivera Del Valle, Apartamento En Venta En Centro, Cajicá

Lanzamiento nueva torre Rivera del Valle es el proyecto perfecto para convertir tu sueño de tener vivienda propia, en tu nueva realidad. Un lugar pensado para que tú y tu familia construyan su futuro, en donde podrán diseñar y crear su propio espacio, con una gran ubicación que los hará crecer y mejorar su estilo de vida día a día. Se encuentra ubicado en el Municipio de Cajicá, sobre la carrera sexta, muy cerca de centros universitarios, institucionales y comerciales..

Contactar
Llamar
Whatsapp",305000000,Apartamento,Cajicá,Centro,Cundinamarca,56,2,,2
"Desde $ 128.115.000

Apartamento en La primavera, Calarcá, Quindio
2 Habs.
1 Baño
40 m²
Mirador Del Cacique, Apartamento En Venta En La Primavera, Calarcá

Mirador del Cacique es un proyecto residencial en Calarcá que combina diseño moderno, confort y una ubicación de facil acceso. Un proyecto cerca de comercios, servicios y vías principales, lo que facilita tu movilidad y acceso a todo lo que necesitas. Con zonas comunes para el esparcimiento y un entorno natural que brinda tranquilidad, es el lugar ideal para disfrutar de cada momento en familia

Contactar
Llamar
Whatsapp",128115000,Apartamento,Calarcá,La primavera,Quindio,40,1,,2
"Desde $ 146.523.000

Apartamento en Ladrilleras, Calarcá, Quindio

Unidades desde:

1 Hab
1 Baño
28.73 m²
Altos De La Hacienda, Apartamento En Venta En Ladrilleras, Calarcá

Edificación de vivienda multifamiliar, en altura de 6 pisos, 2 sótanos de parqueadero, 76 apartamentos, 16 bodegas privadas, lobby de acceso peatonal, punto fijo con 2 ascensores, salón social administración jacuzzi, coworking, juegos niños, turco y patio común. Espacios diseñados con personalidad e independencia, un lugar versátil que se adapta a tus necesidades, perfecto equilibrio entre tener lo que se quiere y vivir la vida con practicidad.

Contactar
Llamar
Whatsapp",146523000,Apartamento,Calarcá,Ladrilleras,Quindio,28.73,1,,1
"Desde $ 498.000.000

Casa en La floresta, Calarcá, Quindio

Unidades desde:

3 Habs.
3 Baños
133.73 m²
Colina Campestre Casas, Apartamento En Venta En La Floresta, Calarcá

Hoy te presentamos COLINA CAMPESTRE, un conjunto residencial de ochenta y tres (83) casas, ubicado en la vía que conduce de Calarcá a la ciudad de Armenia, sector vereda La Floresta, enmarcado en la naturaleza, fuente de alegría y bienestar. A tan solo 5 minutos de Armenia

Contactar
Llamar
Whatsapp",498000000,Casa,Calarcá,La floresta,Quindio,133.73,3,,3
"Desde $ 360.548.000

Apartamento en Villa Fatima, Cali, Valle del cauca

Unidades desde:

2 Habs.
2 Baños
73.27 m²
Tierralinda Del Valle, Apartamento En Venta En Villa Fatima, Cali

Descubre Tierralinda del Valle, un proyecto exclusivo ubicado en la Carrera 122 entre Calle 47B y 48, en el sur de Cali, con una gran variedad de zonas de descanso y esparcimiento para toda la familia. Disfruta de nuestro gimnasio completamente equipado, nuestro moderno Coworking, un amplio salón comunal, una zona BBQ para compartir momentos inolvidables, un divertido salón de juegos juvenil, piscina para adultos y para niños, una pista de trote y un parque infantil. Además, todos nuestros apartamentos cuentan con parqueadero privado. Vive rodeado de la comodidad y tranquilidad que mereces en Tierralinda del Valle, un proyecto que superará todas tus expectativas.

Contactar
Llamar
Whatsapp",360548000,Apartamento,Cali,Villa Fatima,Valle del cauca,73.27,2,,2
"Desde $ 482.000.000

Casa en El Castillo, Cali, Valle del cauca
3 Habs.
3 Baños
106.47 m²
Canarios Del Castillo D, Casa En Venta En El Castillo, Cali

Proyecto NO VIS, No aplica Subsidio de vivienda. SI TUS INGRESOS FAMILIARES SON MAYORES A $13.000.000, PUEDES ACCEDER A NUESTRO PROYECTO. ¡Conoce nuestro nuevo proyecto: Canarios del Castillo: con una habitación principal en el primer piso y posibilidad de otra habitación principal en el segundo nivel! Estas casas campestres han sido diseñadas pensando en la comodidad y versatilidad de las grandes familias, ofreciendo un espacio único y acogedor para cada uno de sus miembros. En el primer piso podrás encontrar uno de sus mayores atractivos: la habitación principal, una característica que te garantiza privacidad para una vida en pareja además de la seguridad de adultos mayores. También una cocina cerrada con un toque moderno y funcional para tus preparaciones, Su increíble terraza cubierta para compartir con familia y amigos hará que te enamores de este proyecto. Cuenta además hasta con 3 habitaciones y 3 baños para la comodidad de todos los integrantes de tu familia. Canarios del Castillo tiene un parqueadero cubierto, ofreciendo comodidad y protección para tu vehículo. Nuestros condominios cuentan con parqueadero interno para visitantes. Separa este proyecto con $5 millones de pesos y toma la decisión de tener una vida diferente.

Contactar
Llamar
Whatsapp",482000000,Casa,Cali,El Castillo,Valle del cauca,106.47,3,,3
